batch_id,status,class,true_class_cn,confidence,source_path,batch_image_path,batch_label_path,selected_at,annotated_at,notes
batch_003,selected,dent,碰伤,0.495283,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180831111134对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180831111134对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180831111134对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.513912,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180907154849对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180907154849对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180907154849对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.731582,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180831111027对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180831111027对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180831111027对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.968442,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905092521对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180905092521对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180905092521对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.998523,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905092406对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180905092406对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180905092406对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.490792,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180910104644对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180910104644对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180910104644对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.998359,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905094123对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180905094123对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180905094123对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.530052,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180907152714对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180907152714对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180907152714对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.954768,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180905094929对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180905094929对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180905094929对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.376050,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180907160333对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180907160333对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180907160333对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.434890,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180912141137对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180912141137对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180912141137对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.506394,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180910110014对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180910110014对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180910110014对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.389420,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180906142721对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180906142721对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180906142721对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,dent,碰伤,0.492167,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Be injured by a collision\碰伤20180912141640对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\dent__碰伤20180912141640对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\dent__碰伤20180912141640对照样本.txt,2026-06-22T15:18:18,,
batch_003,selected,powder,凸粉,0.774057,D:\code\VisualInspection\铝型材缺陷图\data\ali2018\Convex powder\凸粉20180901101452对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\images\powder__凸粉20180901101452对照样本.jpg,D:\code\VisualInspection\铝型材缺陷图\data\yolo_stage3_manual\batches\batch_003\labels\powder__凸粉20180901101452对照样本.txt,2026-06-22T15:18:18,,
